workerid,problem,treatment,domain,questions,options,votes,predictions,elicitation_format
554,3,5,2,19,"[22, 28, 34, 40]","[40, 28, 34, 22]",[34],rank-top
554,4,5,3,14,"[27, 33, 39, 45]","[27, 33, 45, 39]",[27],rank-top
554,5,5,3,9,"[17, 23, 29, 35]","[35, 17, 23, 29]",[23],rank-top
554,6,3,1,11,"[21, 27, 33, 39]",[27],"[39, 33, 27, 21]",top-rank
554,7,3,2,3,"[5, 11, 17, 23]",[11],"[5, 11, 17, 23]",top-rank
554,8,3,2,6,"[11, 17, 23, 29]",[11],"[29, 17, 23, 11]",top-rank
554,9,3,3,19,"[22, 28, 34, 40]",[40],"[34, 28, 22, 40]",top-rank
554,10,3,3,2,"[3, 9, 15, 21]",[9],"[3, 9, 21, 15]",top-rank
555,1,4,1,4,"[7, 13, 19, 25]","[13, 7, 25, 19]",[],rank-none
555,2,4,3,10,"[19, 25, 31, 37]","[37, 19, 31, 25]",[],rank-none
555,3,4,1,10,"[19, 25, 31, 37]","[25, 31, 19, 37]",[],rank-none
555,4,4,3,2,"[3, 9, 15, 21]","[15, 3, 21, 9]",[],rank-none
555,5,4,3,3,"[5, 11, 17, 23]","[11, 23, 17, 5]",[],rank-none
555,6,3,1,15,"[29, 35, 41, 47]",[47],"[29, 41, 47, 35]",top-rank
555,7,3,3,14,"[27, 33, 39, 45]",[45],"[39, 45, 33, 27]",top-rank
555,8,3,1,3,"[5, 11, 17, 23]",[23],"[11, 23, 17, 5]",top-rank
555,9,3,3,2,"[3, 9, 15, 21]",[15],"[15, 9, 3, 21]",top-rank
555,10,3,3,3,"[5, 11, 17, 23]",[11],"[11, 17, 23, 5]",top-rank
556,1,6,3,7,"[13, 19, 25, 31]","[19, 31, 25, 13]","[25, 19, 31, 13]",rank-rank
556,2,6,1,8,"[15, 21, 27, 33]","[21, 27, 33, 15]","[21, 15, 33, 27]",rank-rank
556,3,6,1,7,"[13, 19, 25, 31]","[19, 25, 31, 13]","[25, 19, 31, 13]",rank-rank
556,4,6,1,14,"[27, 33, 39, 45]","[39, 33, 27, 45]","[45, 33, 27, 39]",rank-rank
556,5,6,2,2,"[3, 9, 15, 21]","[3, 15, 9, 21]","[3, 9, 21, 15]",rank-rank
556,6,4,3,6,"[11, 17, 23, 29]","[29, 11, 23, 17]",[],rank-none
556,7,4,1,18,"[12, 18, 24, 30]","[18, 24, 12, 30]",[],rank-none
556,8,4,1,15,"[29, 35, 41, 47]","[35, 41, 47, 29]",[],rank-none
556,9,4,1,4,"[7, 13, 19, 25]","[19, 7, 25, 13]",[],rank-none
556,10,4,2,12,"[23, 29, 35, 41]","[23, 41, 29, 35]",[],rank-none
557,1,1,1,5,"[9, 15, 21, 27]",[9],[],top-none
557,2,1,1,17,"[2, 8, 14, 20]",[14],[],top-none
557,3,1,3,14,"[27, 33, 39, 45]",[27],[],top-none
557,4,1,2,7,"[13, 19, 25, 31]",[13],[],top-none
557,5,1,1,15,"[29, 35, 41, 47]",[47],[],top-none
557,6,6,1,18,"[12, 18, 24, 30]","[24, 18, 12, 30]","[12, 18, 30, 24]",rank-rank
557,7,6,1,15,"[29, 35, 41, 47]","[47, 41, 29, 35]","[47, 35, 29, 41]",rank-rank
557,8,6,3,20,"[32, 38, 44, 50]","[44, 38, 32, 50]","[50, 38, 44, 32]",rank-rank
557,9,6,2,12,"[23, 29, 35, 41]","[41, 23, 29, 35]","[35, 23, 29, 41]",rank-rank
557,10,6,1,19,"[22, 28, 34, 40]","[40, 34, 22, 28]","[22, 40, 28, 34]",rank-rank
558,1,4,1,9,"[17, 23, 29, 35]","[29, 35, 17, 23]",[],rank-none
558,2,4,1,2,"[3, 9, 15, 21]","[3, 9, 21, 15]",[],rank-none
558,3,4,2,11,"[21, 27, 33, 39]","[27, 21, 39, 33]",[],rank-none
558,4,4,2,13,"[25, 31, 37, 43]","[25, 37, 43, 31]",[],rank-none
558,5,4,1,4,"[7, 13, 19, 25]","[25, 19, 13, 7]",[],rank-none
558,6,2,1,11,"[21, 27, 33, 39]",[39],[21],top-top
558,7,2,1,1,"[1, 7, 13, 19]",[1],[19],top-top
558,8,2,2,16,"[31, 37, 43, 49]",[37],[31],top-top
558,9,2,2,2,"[3, 9, 15, 21]",[3],[3],top-top
558,10,2,1,20,"[32, 38, 44, 50]",[44],[50],top-top
559,1,3,2,16,"[31, 37, 43, 49]",[37],"[37, 43, 49, 31]",top-rank
559,2,3,1,13,"[25, 31, 37, 43]",[25],"[25, 37, 31, 43]",top-rank
559,3,3,1,15,"[29, 35, 41, 47]",[47],"[29, 47, 41, 35]",top-rank
559,4,3,3,5,"[9, 15, 21, 27]",[27],"[27, 15, 9, 21]",top-rank
559,5,3,2,7,"[13, 19, 25, 31]",[13],"[25, 31, 13, 19]",top-rank
559,6,5,2,11,"[21, 27, 33, 39]","[39, 27, 21, 33]",[33],rank-top
559,7,5,1,14,"[27, 33, 39, 45]","[27, 39, 33, 45]",[45],rank-top
559,8,5,1,2,"[3, 9, 15, 21]","[3, 21, 15, 9]",[9],rank-top
559,9,5,3,1,"[1, 7, 13, 19]","[13, 19, 1, 7]",[13],rank-top
559,10,5,2,1,"[1, 7, 13, 19]","[1, 7, 13, 19]",[19],rank-top
560,1,4,2,10,"[19, 25, 31, 37]","[37, 25, 31, 19]",[],rank-none
560,2,4,3,15,"[29, 35, 41, 47]","[41, 47, 29, 35]",[],rank-none
560,3,4,2,18,"[12, 18, 24, 30]","[12, 30, 24, 18]",[],rank-none
560,4,4,3,7,"[13, 19, 25, 31]","[19, 13, 31, 25]",[],rank-none
560,5,4,2,9,"[17, 23, 29, 35]","[35, 29, 17, 23]",[],rank-none
560,6,1,2,5,"[9, 15, 21, 27]",[27],[],top-none
560,7,1,3,18,"[12, 18, 24, 30]",[27],[],top-none
560,8,1,2,19,"[22, 28, 34, 40]",[34],[],top-none
560,9,1,3,2,"[3, 9, 15, 21]",[9],[],top-none
560,10,1,2,14,"[27, 33, 39, 45]",[27],[],top-none
561,1,3,3,18,"[12, 18, 24, 30]",[30],"[30, 18, 12, 24]",top-rank
561,2,3,2,7,"[13, 19, 25, 31]",[13],"[31, 19, 25, 13]",top-rank
561,3,3,3,20,"[32, 38, 44, 50]",[38],"[44, 38, 32, 50]",top-rank
561,4,3,3,17,"[2, 8, 14, 20]",[2],"[20, 14, 2, 8]",top-rank
561,5,3,1,10,"[19, 25, 31, 37]",[25],"[31, 25, 37, 19]",top-rank
561,6,5,3,6,"[11, 17, 23, 29]","[23, 11, 29, 17]",[23],rank-top
561,7,5,2,1,"[1, 7, 13, 19]","[7, 13, 19, 1]",[19],rank-top
561,8,5,3,7,"[13, 19, 25, 31]","[31, 19, 25, 13]",[25],rank-top
561,9,5,3,1,"[1, 7, 13, 19]","[1, 7, 19, 13]",[1],rank-top
561,10,5,1,10,"[19, 25, 31, 37]","[25, 31, 19, 37]",[31],rank-top
562,1,2,1,20,"[32, 38, 44, 50]",[32],[38],top-top
562,2,2,3,3,"[5, 11, 17, 23]",[11],[11],top-top
562,3,2,3,8,"[15, 21, 27, 33]",[15],[27],top-top
562,4,2,1,8,"[15, 21, 27, 33]",[21],[21],top-top
562,5,2,3,20,"[32, 38, 44, 50]",[38],[38],top-top
562,6,3,1,18,"[12, 18, 24, 30]",[24],"[24, 30, 12, 18]",top-rank
562,7,3,3,2,"[3, 9, 15, 21]",[15],"[15, 21, 3, 9]",top-rank
562,8,3,3,3,"[5, 11, 17, 23]",[11],"[23, 11, 17, 5]",top-rank
562,9,3,1,17,"[2, 8, 14, 20]",[2],"[2, 8, 14, 20]",top-rank
562,10,3,3,4,"[7, 13, 19, 25]",[19],"[19, 25, 7, 13]",top-rank
563,1,4,1,15,"[29, 35, 41, 47]","[29, 41, 47, 35]",[],rank-none
563,2,4,2,7,"[13, 19, 25, 31]","[13, 31, 25, 19]",[],rank-none
563,3,4,1,8,"[15, 21, 27, 33]","[21, 15, 33, 27]",[],rank-none
563,4,4,1,16,"[31, 37, 43, 49]","[49, 37, 31, 43]",[],rank-none
563,5,4,1,13,"[25, 31, 37, 43]","[25, 37, 31, 43]",[],rank-none
563,6,5,1,17,"[2, 8, 14, 20]","[2, 14, 20, 8]",[2],rank-top
563,7,5,2,10,"[19, 25, 31, 37]","[37, 31, 25, 19]",[37],rank-top
563,8,5,1,13,"[25, 31, 37, 43]","[25, 31, 37, 43]",[25],rank-top
563,9,5,1,18,"[12, 18, 24, 30]","[12, 18, 30, 24]",[18],rank-top
563,10,5,1,7,"[13, 19, 25, 31]","[25, 13, 31, 19]",[13],rank-top
564,1,2,1,2,"[3, 9, 15, 21]",[9],[3],top-top
564,2,2,2,20,"[32, 38, 44, 50]",[38],[38],top-top
564,3,2,3,20,"[32, 38, 44, 50]",[50],[44],top-top
564,4,2,1,19,"[22, 28, 34, 40]",[22],[28],top-top
564,5,2,2,18,"[12, 18, 24, 30]",[24],[24],top-top
564,6,3,1,11,"[21, 27, 33, 39]",[21],"[21, 39, 33, 27]",top-rank
564,7,3,2,4,"[7, 13, 19, 25]",[7],"[7, 25, 19, 13]",top-rank
564,8,3,3,15,"[29, 35, 41, 47]",[47],"[35, 41, 47, 29]",top-rank
564,9,3,1,8,"[15, 21, 27, 33]",[21],"[21, 15, 33, 27]",top-rank
564,10,3,2,7,"[13, 19, 25, 31]",[31],"[25, 31, 19, 13]",top-rank
565,1,3,2,20,"[32, 38, 44, 50]",[32],"[38, 32, 44, 50]",top-rank
565,2,3,2,7,"[13, 19, 25, 31]",[19],"[31, 19, 25, 13]",top-rank
565,3,3,1,10,"[19, 25, 31, 37]",[25],"[19, 37, 25, 31]",top-rank
565,4,3,3,12,"[23, 29, 35, 41]",[29],"[35, 41, 23, 29]",top-rank
565,5,3,1,2,"[3, 9, 15, 21]",[3],"[3, 9, 21, 15]",top-rank
565,6,1,2,16,"[31, 37, 43, 49]",[37],[],top-none
565,7,1,2,11,"[21, 27, 33, 39]",[33],[],top-none
565,8,1,1,13,"[25, 31, 37, 43]",[25],[],top-none
565,9,1,3,8,"[15, 21, 27, 33]",[27],[],top-none
565,10,1,1,19,"[22, 28, 34, 40]",[28],[],top-none
566,1,6,1,13,"[25, 31, 37, 43]","[25, 43, 37, 31]","[25, 43, 31, 37]",rank-rank
566,2,6,3,4,"[7, 13, 19, 25]","[7, 19, 25, 13]","[7, 19, 25, 13]",rank-rank
566,3,6,2,9,"[17, 23, 29, 35]","[23, 35, 17, 29]","[35, 23, 17, 29]",rank-rank
566,4,6,3,12,"[23, 29, 35, 41]","[35, 41, 29, 23]","[35, 41, 23, 29]",rank-rank
566,5,6,2,2,"[3, 9, 15, 21]","[3, 15, 9, 21]","[15, 9, 3, 21]",rank-rank
566,6,3,1,2,"[3, 9, 15, 21]",[3],"[3, 9, 21, 15]",top-rank
566,7,3,3,3,"[5, 11, 17, 23]",[17],"[17, 11, 23, 5]",top-rank
566,8,3,2,11,"[21, 27, 33, 39]",[33],"[33, 39, 27, 21]",top-rank
566,9,3,3,13,"[25, 31, 37, 43]",[37],"[37, 43, 31, 25]",top-rank
566,10,3,2,17,"[2, 8, 14, 20]",[2],"[2, 14, 20, 8]",top-rank
567,1,3,2,5,"[9, 15, 21, 27]",[21],"[21, 15, 27, 9]",top-rank
567,2,3,1,5,"[9, 15, 21, 27]",[9],"[21, 9, 15, 27]",top-rank
567,3,3,3,3,"[5, 11, 17, 23]",[17],"[11, 17, 23, 5]",top-rank
567,4,3,2,7,"[13, 19, 25, 31]",[31],"[31, 19, 13, 25]",top-rank
567,5,3,2,10,"[19, 25, 31, 37]",[31],"[37, 31, 19, 25]",top-rank
567,6,1,2,15,"[29, 35, 41, 47]",[47],[],top-none
567,7,1,1,3,"[5, 11, 17, 23]",[5],[],top-none
567,8,1,3,15,"[29, 35, 41, 47]",[41],[],top-none
567,9,1,2,17,"[2, 8, 14, 20]",[2],[],top-none
567,10,1,2,10,"[19, 25, 31, 37]",[31],[],top-none
568,1,1,1,11,"[21, 27, 33, 39]",[21],[],top-none
568,2,1,1,13,"[25, 31, 37, 43]",[37],[],top-none
568,3,1,1,14,"[27, 33, 39, 45]",[33],[],top-none
568,4,1,1,15,"[29, 35, 41, 47]",[41],[],top-none
568,5,1,1,16,"[31, 37, 43, 49]",[37],[],top-none
568,6,5,1,18,"[12, 18, 24, 30]","[30, 24, 18, 12]",[30],rank-top
568,7,5,1,2,"[3, 9, 15, 21]","[3, 9, 21, 15]",[3],rank-top
568,8,5,1,13,"[25, 31, 37, 43]","[37, 25, 31, 43]",[37],rank-top
568,9,5,1,3,"[5, 11, 17, 23]","[5, 11, 17, 23]",[5],rank-top
568,10,5,1,4,"[7, 13, 19, 25]","[19, 25, 7, 13]",[19],rank-top
569,1,5,2,15,"[29, 35, 41, 47]","[35, 47, 29, 41]",[35],rank-top
569,2,5,3,2,"[3, 9, 15, 21]","[15, 21, 3, 9]",[15],rank-top
569,3,5,3,5,"[9, 15, 21, 27]","[15, 21, 9, 27]",[15],rank-top
569,4,5,2,8,"[15, 21, 27, 33]","[15, 27, 21, 33]",[15],rank-top
569,5,5,2,5,"[9, 15, 21, 27]","[15, 27, 9, 21]",[15],rank-top
569,6,4,2,8,"[15, 21, 27, 33]","[15, 27, 33, 21]",[],rank-none
569,7,4,3,2,"[3, 9, 15, 21]","[15, 21, 3, 9]",[],rank-none
569,8,4,3,7,"[13, 19, 25, 31]","[25, 13, 19, 31]",[],rank-none
569,9,4,2,20,"[32, 38, 44, 50]","[38, 50, 32, 44]",[],rank-none
569,10,4,2,6,"[11, 17, 23, 29]","[11, 23, 17, 29]",[],rank-none
570,1,5,2,11,"[21, 27, 33, 39]","[21, 33, 39, 27]",[21],rank-top
570,2,5,2,10,"[19, 25, 31, 37]","[37, 19, 31, 25]",[37],rank-top
570,3,5,2,3,"[5, 11, 17, 23]","[17, 23, 5, 11]",[17],rank-top
570,4,5,1,19,"[22, 28, 34, 40]","[28, 34, 40, 22]",[28],rank-top
570,5,5,3,11,"[21, 27, 33, 39]","[33, 21, 39, 27]",[33],rank-top
570,6,4,2,18,"[12, 18, 24, 30]","[30, 12, 18, 24]",[],rank-none
570,7,4,2,1,"[1, 7, 13, 19]","[19, 1, 7, 13]",[],rank-none
570,8,4,2,5,"[9, 15, 21, 27]","[15, 21, 9, 27]",[],rank-none
570,9,4,1,6,"[11, 17, 23, 29]","[23, 11, 29, 17]",[],rank-none
570,10,4,3,2,"[3, 9, 15, 21]","[3, 21, 15, 9]",[],rank-none
571,1,6,1,10,"[19, 25, 31, 37]","[19, 37, 25, 31]","[19, 37, 25, 31]",rank-rank
571,2,6,1,11,"[21, 27, 33, 39]","[39, 21, 33, 27]","[39, 33, 27, 21]",rank-rank
571,3,6,1,19,"[22, 28, 34, 40]","[22, 28, 34, 40]","[22, 28, 34, 40]",rank-rank
571,4,6,2,4,"[7, 13, 19, 25]","[7, 13, 25, 19]","[7, 25, 19, 13]",rank-rank
571,5,6,2,20,"[32, 38, 44, 50]","[38, 44, 32, 50]","[38, 32, 44, 50]",rank-rank
571,6,1,1,9,"[17, 23, 29, 35]",[29],[],top-none
571,7,1,1,14,"[27, 33, 39, 45]",[39],[],top-none
571,8,1,1,8,"[15, 21, 27, 33]",[21],[],top-none
571,9,1,2,8,"[15, 21, 27, 33]",[15],[],top-none
571,10,1,2,13,"[25, 31, 37, 43]",[37],[],top-none
572,1,5,2,9,"[17, 23, 29, 35]","[35, 17, 23, 29]",[17],rank-top
572,2,5,3,4,"[7, 13, 19, 25]","[13, 7, 25, 19]",[13],rank-top
572,3,5,3,7,"[13, 19, 25, 31]","[13, 31, 25, 19]",[13],rank-top
572,4,5,1,9,"[17, 23, 29, 35]","[17, 35, 23, 29]",[29],rank-top
572,5,5,2,8,"[15, 21, 27, 33]","[27, 15, 21, 33]",[33],rank-top
572,6,6,2,4,"[7, 13, 19, 25]","[7, 25, 13, 19]","[7, 25, 13, 19]",rank-rank
572,7,6,3,4,"[7, 13, 19, 25]","[13, 7, 25, 19]","[13, 25, 7, 19]",rank-rank
572,8,6,3,18,"[12, 18, 24, 30]","[12, 18, 30, 24]","[12, 30, 18, 24]",rank-rank
572,9,6,1,12,"[23, 29, 35, 41]","[41, 23, 35, 29]","[41, 29, 23, 35]",rank-rank
572,10,6,2,5,"[9, 15, 21, 27]","[27, 15, 21, 9]","[15, 27, 21, 9]",rank-rank
573,1,4,3,9,"[17, 23, 29, 35]","[35, 29, 23, 17]",[],rank-none
573,2,4,2,9,"[17, 23, 29, 35]","[23, 35, 17, 29]",[],rank-none
573,3,4,2,3,"[5, 11, 17, 23]","[23, 11, 17, 5]",[],rank-none
573,4,4,1,3,"[5, 11, 17, 23]","[5, 11, 17, 23]",[],rank-none
573,5,4,3,20,"[32, 38, 44, 50]","[38, 32, 50, 44]",[],rank-none
573,6,1,3,5,"[9, 15, 21, 27]",[15],[],top-none
573,7,1,2,11,"[21, 27, 33, 39]",[33],[],top-none
573,8,1,2,18,"[12, 18, 24, 30]",[24],[],top-none
573,9,1,1,20,"[32, 38, 44, 50]",[32],[],top-none
573,10,1,3,20,"[32, 38, 44, 50]",[38],[],top-none
574,1,5,1,7,"[13, 19, 25, 31]","[13, 19, 25, 31]",[31],rank-top
574,2,5,3,11,"[21, 27, 33, 39]","[27, 21, 33, 39]",[21],rank-top
574,3,5,1,17,"[2, 8, 14, 20]","[2, 20, 8, 14]",[8],rank-top
574,4,5,3,14,"[27, 33, 39, 45]","[27, 39, 45, 33]",[39],rank-top
574,5,5,3,9,"[17, 23, 29, 35]","[35, 29, 17, 23]",[29],rank-top
574,6,1,1,2,"[3, 9, 15, 21]",[9],[],top-none
574,7,1,3,2,"[3, 9, 15, 21]",[15],[],top-none
574,8,1,1,3,"[5, 11, 17, 23]",[11],[],top-none
574,9,1,3,3,"[5, 11, 17, 23]",[5],[],top-none
574,10,1,3,4,"[7, 13, 19, 25]",[19],[],top-none
575,1,3,3,17,"[2, 8, 14, 20]",[2],"[2, 20, 14, 8]",top-rank
575,2,3,2,14,"[27, 33, 39, 45]",[27],"[27, 33, 39, 45]",top-rank
575,3,3,3,2,"[3, 9, 15, 21]",[15],"[3, 15, 21, 9]",top-rank
575,4,3,2,15,"[29, 35, 41, 47]",[35],"[35, 47, 29, 41]",top-rank
575,5,3,1,10,"[19, 25, 31, 37]",[19],"[19, 25, 37, 31]",top-rank
575,6,6,3,17,"[2, 8, 14, 20]","[2, 14, 20, 8]","[2, 14, 20, 8]",rank-rank
575,7,6,2,15,"[29, 35, 41, 47]","[35, 47, 29, 41]","[35, 47, 29, 41]",rank-rank
575,8,6,3,3,"[5, 11, 17, 23]","[17, 11, 23, 5]","[17, 11, 23, 5]",rank-rank
575,9,6,2,18,"[12, 18, 24, 30]","[24, 18, 30, 12]","[18, 24, 30, 12]",rank-rank
575,10,6,1,4,"[7, 13, 19, 25]","[13, 19, 25, 7]","[13, 19, 25, 7]",rank-rank
576,1,1,3,20,"[32, 38, 44, 50]",[38],[],top-none
576,2,1,3,3,"[5, 11, 17, 23]",[11],[],top-none
576,3,1,2,7,"[13, 19, 25, 31]",[13],[],top-none
576,4,1,2,3,"[5, 11, 17, 23]",[23],[],top-none
576,5,1,1,11,"[21, 27, 33, 39]",[39],[],top-none
576,6,3,3,16,"[31, 37, 43, 49]",[37],"[37, 31, 49, 43]",top-rank
576,7,3,3,2,"[3, 9, 15, 21]",[9],"[9, 15, 21, 3]",top-rank
576,8,3,2,3,"[5, 11, 17, 23]",[23],"[23, 5, 17, 11]",top-rank
576,9,3,2,5,"[9, 15, 21, 27]",[27],"[27, 15, 21, 9]",top-rank
576,10,3,1,11,"[21, 27, 33, 39]",[21],"[21, 33, 39, 27]",top-rank
577,1,5,2,8,"[15, 21, 27, 33]","[15, 21, 33, 27]",[21],rank-top
577,2,5,2,3,"[5, 11, 17, 23]","[5, 17, 23, 11]",[5],rank-top
577,3,5,1,12,"[23, 29, 35, 41]","[29, 41, 23, 35]",[41],rank-top
577,4,5,2,15,"[29, 35, 41, 47]","[35, 29, 47, 41]",[47],rank-top
577,5,5,1,20,"[32, 38, 44, 50]","[32, 44, 38, 50]",[32],rank-top
577,6,2,2,14,"[27, 33, 39, 45]",[27],[27],top-top
577,7,2,2,5,"[9, 15, 21, 27]",[21],[21],top-top
577,8,2,1,8,"[15, 21, 27, 33]",[21],[21],top-top
577,9,2,2,18,"[12, 18, 24, 30]",[18],[24],top-top
577,10,2,1,16,"[31, 37, 43, 49]",[37],[37],top-top
578,1,5,1,4,"[7, 13, 19, 25]","[7, 19, 25, 13]",[7],rank-top
578,2,5,2,1,"[1, 7, 13, 19]","[1, 13, 19, 7]",[1],rank-top
578,3,5,1,16,"[31, 37, 43, 49]","[37, 49, 43, 31]",[37],rank-top
578,4,5,1,17,"[2, 8, 14, 20]","[20, 8, 2, 14]",[20],rank-top
578,5,5,3,18,"[12, 18, 24, 30]","[18, 12, 30, 24]",[18],rank-top
578,6,2,1,4,"[7, 13, 19, 25]",[13],[13],top-top
578,7,2,2,8,"[15, 21, 27, 33]",[27],[27],top-top
578,8,2,1,8,"[15, 21, 27, 33]",[33],[33],top-top
578,9,2,1,10,"[19, 25, 31, 37]",[25],[25],top-top
578,10,2,3,19,"[22, 28, 34, 40]",[28],[28],top-top
579,1,4,1,6,"[11, 17, 23, 29]","[11, 17, 29, 23]",[],rank-none
579,2,4,3,13,"[25, 31, 37, 43]","[43, 25, 37, 31]",[],rank-none
579,3,4,2,17,"[2, 8, 14, 20]","[8, 14, 2, 20]",[],rank-none
579,4,4,1,10,"[19, 25, 31, 37]","[19, 25, 31, 37]",[],rank-none
579,5,4,2,3,"[5, 11, 17, 23]","[17, 5, 11, 23]",[],rank-none
579,6,5,1,16,"[31, 37, 43, 49]","[49, 31, 43, 37]",[37],rank-top
579,7,5,3,10,"[19, 25, 31, 37]","[25, 31, 19, 37]",[31],rank-top
579,8,5,2,10,"[19, 25, 31, 37]","[37, 19, 31, 25]",[19],rank-top
579,9,5,1,19,"[22, 28, 34, 40]","[28, 40, 22, 34]",[22],rank-top
579,10,5,2,3,"[5, 11, 17, 23]","[17, 11, 5, 23]",[11],rank-top
580,1,2,3,13,"[25, 31, 37, 43]",[37],[31],top-top
580,2,2,2,11,"[21, 27, 33, 39]",[33],[33],top-top
580,3,2,3,4,"[7, 13, 19, 25]",[25],[7],top-top
580,4,2,1,1,"[1, 7, 13, 19]",[1],[1],top-top
580,5,2,3,9,"[17, 23, 29, 35]",[29],[35],top-top
580,6,1,3,8,"[15, 21, 27, 33]",[15],[],top-none
580,7,1,2,3,"[5, 11, 17, 23]",[5],[],top-none
580,8,1,3,5,"[9, 15, 21, 27]",[15],[],top-none
580,9,1,1,6,"[11, 17, 23, 29]",[11],[],top-none
580,10,1,3,11,"[21, 27, 33, 39]",[21],[],top-none
581,1,6,2,19,"[22, 28, 34, 40]","[22, 28, 40, 34]","[22, 28, 34, 40]",rank-rank
581,2,6,3,14,"[27, 33, 39, 45]","[45, 39, 33, 27]","[39, 45, 27, 33]",rank-rank
581,3,6,2,7,"[13, 19, 25, 31]","[25, 31, 19, 13]","[19, 31, 13, 25]",rank-rank
581,4,6,1,12,"[23, 29, 35, 41]","[29, 41, 35, 23]","[29, 23, 41, 35]",rank-rank
581,5,6,2,2,"[3, 9, 15, 21]","[15, 3, 21, 9]","[3, 15, 21, 9]",rank-rank
581,6,4,2,2,"[3, 9, 15, 21]","[15, 3, 21, 9]",[],rank-none
581,7,4,3,12,"[23, 29, 35, 41]","[41, 23, 29, 35]",[],rank-none
581,8,4,2,17,"[2, 8, 14, 20]","[14, 20, 2, 8]",[],rank-none
581,9,4,1,11,"[21, 27, 33, 39]","[21, 33, 27, 39]",[],rank-none
581,10,4,2,14,"[27, 33, 39, 45]","[39, 27, 33, 45]",[],rank-none
582,1,2,1,16,"[31, 37, 43, 49]",[37],[31],top-top
582,2,2,2,3,"[5, 11, 17, 23]",[11],[11],top-top
582,3,2,1,19,"[22, 28, 34, 40]",[28],[28],top-top
582,4,2,2,4,"[7, 13, 19, 25]",[7],[19],top-top
582,5,2,1,2,"[3, 9, 15, 21]",[3],[3],top-top
582,6,5,1,11,"[21, 27, 33, 39]","[33, 21, 27, 39]",[33],rank-top
582,7,5,2,5,"[9, 15, 21, 27]","[15, 27, 21, 9]",[15],rank-top
582,8,5,1,5,"[9, 15, 21, 27]","[9, 21, 27, 15]",[9],rank-top
582,9,5,2,14,"[27, 33, 39, 45]","[39, 27, 45, 33]",[39],rank-top
582,10,5,1,12,"[23, 29, 35, 41]","[41, 29, 23, 35]",[41],rank-top
583,1,4,1,7,"[13, 19, 25, 31]","[19, 31, 25, 13]",[],rank-none
583,2,4,2,3,"[5, 11, 17, 23]","[23, 11, 5, 17]",[],rank-none
583,3,4,3,16,"[31, 37, 43, 49]","[43, 31, 49, 37]",[],rank-none
583,4,4,2,15,"[29, 35, 41, 47]","[35, 29, 47, 41]",[],rank-none
583,5,4,3,17,"[2, 8, 14, 20]","[14, 2, 8, 20]",[],rank-none
583,6,5,1,10,"[19, 25, 31, 37]","[19, 25, 37, 31]",[19],rank-top
583,7,5,2,3,"[5, 11, 17, 23]","[23, 11, 5, 17]",[23],rank-top
583,8,5,3,10,"[19, 25, 31, 37]","[19, 37, 31, 25]",[25],rank-top
583,9,5,2,15,"[29, 35, 41, 47]","[35, 29, 47, 41]",[35],rank-top
583,10,5,3,2,"[3, 9, 15, 21]","[15, 21, 9, 3]",[15],rank-top
584,1,5,1,6,"[11, 17, 23, 29]","[11, 17, 23, 29]",[11],rank-top
584,2,5,1,13,"[25, 31, 37, 43]","[25, 37, 43, 31]",[37],rank-top
584,3,5,3,6,"[11, 17, 23, 29]","[17, 23, 29, 11]",[29],rank-top
584,4,5,2,14,"[27, 33, 39, 45]","[27, 33, 45, 39]",[33],rank-top
584,5,5,3,8,"[15, 21, 27, 33]","[15, 33, 21, 27]",[15],rank-top
584,6,4,1,3,"[5, 11, 17, 23]","[5, 11, 17, 23]",[],rank-none
584,7,4,1,17,"[2, 8, 14, 20]","[2, 8, 20, 14]",[],rank-none
584,8,4,3,19,"[22, 28, 34, 40]","[40, 34, 22, 28]",[],rank-none
584,9,4,2,9,"[17, 23, 29, 35]","[17, 35, 23, 29]",[],rank-none
584,10,4,3,10,"[19, 25, 31, 37]","[19, 25, 31, 37]",[],rank-none
585,1,6,1,19,"[22, 28, 34, 40]","[22, 28, 34, 40]","[22, 28, 34, 40]",rank-rank
585,2,6,3,15,"[29, 35, 41, 47]","[35, 41, 29, 47]","[35, 41, 29, 47]",rank-rank
585,3,6,1,11,"[21, 27, 33, 39]","[21, 27, 33, 39]","[21, 27, 33, 39]",rank-rank
585,4,6,2,2,"[3, 9, 15, 21]","[15, 21, 3, 9]","[15, 21, 3, 9]",rank-rank
585,5,6,2,3,"[5, 11, 17, 23]","[5, 23, 11, 17]","[5, 23, 11, 17]",rank-rank
585,6,2,1,1,"[1, 7, 13, 19]",[1],[1],top-top
585,7,2,3,18,"[12, 18, 24, 30]",[24],[24],top-top
585,8,2,1,3,"[5, 11, 17, 23]",[5],[5],top-top
585,9,2,2,20,"[32, 38, 44, 50]",[38],[38],top-top
585,10,2,2,14,"[27, 33, 39, 45]",[33],[33],top-top
586,1,2,1,16,"[31, 37, 43, 49]",[43],[49],top-top
586,2,2,3,8,"[15, 21, 27, 33]",[15],[33],top-top
586,3,2,2,11,"[21, 27, 33, 39]",[27],[39],top-top
586,4,2,1,7,"[13, 19, 25, 31]",[19],[13],top-top
586,5,2,2,9,"[17, 23, 29, 35]",[29],[35],top-top
586,6,4,1,13,"[25, 31, 37, 43]","[25, 31, 37, 43]",[],rank-none
586,7,4,3,4,"[7, 13, 19, 25]","[7, 19, 13, 25]",[],rank-none
